datetime,forecast_demand,plant
20161217T05Z,34469,ERCO
20161217T04Z,36137,ERCO
20161217T03Z,37013,ERCO
20161217T02Z,38949,ERCO
20161217T01Z,39182,ERCO
20161217T00Z,37592,ERCO
20161216T23Z,36182,ERCO
20161216T22Z,36238,ERCO
20161216T21Z,37072,ERCO
20161216T20Z,36711,ERCO
20161216T19Z,36986,ERCO
20161216T18Z,37078,ERCO
20161216T17Z,37649,ERCO
20161216T16Z,38035,ERCO
20161216T15Z,38512,ERCO
20161216T14Z,39331,ERCO
20161216T13Z,38204,ERCO
20161216T12Z,34619,ERCO
20161216T11Z,32454,ERCO
20161216T10Z,31715,ERCO
20161216T09Z,31729,ERCO
20161216T08Z,32429,ERCO
20161216T07Z,33784,ERCO
20161216T06Z,35117,ERCO
20161216T05Z,37627,ERCO
20161216T04Z,39873,ERCO
20161216T03Z,41296,ERCO
20161216T02Z,41937,ERCO
20161216T01Z,41879,ERCO
20161216T00Z,39934,ERCO
20161215T23Z,37814,ERCO
20161215T22Z,37407,ERCO
20161215T21Z,37234,ERCO
20161215T20Z,37945,ERCO
20161215T19Z,38636,ERCO
20161215T18Z,40071,ERCO
20161215T17Z,41065,ERCO
20161215T16Z,41613,ERCO
20161215T15Z,41642,ERCO
20161215T14Z,42053,ERCO
20161215T13Z,40704,ERCO
20161215T12Z,36400,ERCO
20161215T11Z,34003,ERCO
20161215T10Z,33204,ERCO
20161215T09Z,32901,ERCO
20161215T08Z,33381,ERCO
20161215T07Z,34011,ERCO
20161215T06Z,34096,ERCO
20161215T05Z,36683,ERCO
20161215T04Z,38949,ERCO
20161215T03Z,40154,ERCO
20161215T02Z,40429,ERCO
20161215T01Z,40366,ERCO
20161215T00Z,38420,ERCO
20161214T23Z,36379,ERCO
20161214T22Z,35843,ERCO
20161214T21Z,36058,ERCO
20161214T20Z,36404,ERCO
20161214T19Z,36837,ERCO
20161214T18Z,37482,ERCO
20161214T17Z,38188,ERCO
20161214T16Z,38783,ERCO
20161214T15Z,39317,ERCO
20161214T14Z,40178,ERCO
20161214T13Z,38830,ERCO
20161214T12Z,34248,ERCO
20161214T11Z,31429,ERCO
20161214T10Z,30335,ERCO
20161214T09Z,30125,ERCO
20161214T08Z,30568,ERCO
20161214T07Z,31607,ERCO
20161214T06Z,33193,ERCO
20161214T05Z,35763,ERCO
20161214T04Z,38257,ERCO
20161214T03Z,39592,ERCO
20161214T02Z,40022,ERCO
20161214T01Z,40143,ERCO
20161214T00Z,38673,ERCO
20161213T23Z,37011,ERCO
20161213T22Z,36573,ERCO
20161213T21Z,36661,ERCO
20161213T20Z,36797,ERCO
20161213T19Z,36834,ERCO
20161213T18Z,36997,ERCO
20161213T17Z,37198,ERCO
20161213T16Z,37358,ERCO
20161213T15Z,37522,ERCO
20161213T14Z,38156,ERCO
20161213T13Z,36913,ERCO
20161213T12Z,32730,ERCO
20161213T11Z,30293,ERCO
20161213T10Z,29458,ERCO
20161213T09Z,29497,ERCO
20161213T08Z,30064,ERCO
20161213T07Z,31181,ERCO
20161213T06Z,33405,ERCO
20161213T05Z,36399,ERCO
20161213T04Z,39132,ERCO
20161213T03Z,40519,ERCO
20161213T02Z,40877,ERCO
20161213T01Z,40775,ERCO
20161213T00Z,38793,ERCO
20161212T23Z,36790,ERCO
20161212T22Z,36462,ERCO
20161212T21Z,36685,ERCO
20161212T20Z,37038,ERCO
20161212T19Z,37278,ERCO
20161212T18Z,37739,ERCO
20161212T17Z,38087,ERCO
20161212T16Z,38374,ERCO
20161212T15Z,38748,ERCO
20161212T14Z,39411,ERCO
20161212T13Z,37803,ERCO
20161212T12Z,33242,ERCO
20161212T11Z,30388,ERCO
20161212T10Z,29245,ERCO
20161212T09Z,29025,ERCO
20161212T08Z,29356,ERCO
20161212T07Z,30326,ERCO
20161212T06Z,31358,ERCO
20161212T05Z,33775,ERCO
20161212T04Z,35775,ERCO
20161212T03Z,37015,ERCO
20161212T02Z,37711,ERCO
20161212T01Z,37950,ERCO
20161212T00Z,36738,ERCO
20161211T23Z,35243,ERCO
20161211T22Z,35082,ERCO
20161211T21Z,35198,ERCO
20161211T20Z,35307,ERCO
20161211T19Z,35335,ERCO
20161211T18Z,35187,ERCO
20161211T17Z,35053,ERCO
20161211T16Z,34790,ERCO
20161211T15Z,33936,ERCO
20161211T14Z,32846,ERCO
20161211T13Z,31941,ERCO
20161211T12Z,31129,ERCO
20161211T11Z,30714,ERCO
20161211T10Z,30737,ERCO
20161211T09Z,31191,ERCO
20161211T08Z,32072,ERCO
20161211T07Z,33350,ERCO
20161211T06Z,34713,ERCO
20161211T05Z,37070,ERCO
20161211T04Z,39077,ERCO
20161211T03Z,40579,ERCO
20161211T02Z,41496,ERCO
20161211T01Z,41985,ERCO
20161211T00Z,40236,ERCO
20161210T23Z,38079,ERCO
20161210T22Z,37848,ERCO
20161210T21Z,38621,ERCO
20161210T20Z,40109,ERCO
20161210T19Z,41820,ERCO
20161210T18Z,43475,ERCO
20161210T17Z,44974,ERCO
20161210T16Z,45950,ERCO
20161210T15Z,46350,ERCO
20161210T14Z,45875,ERCO
20161210T13Z,43983,ERCO
20161210T12Z,41337,ERCO
20161210T11Z,39506,ERCO
20161210T10Z,38614,ERCO
20161210T09Z,38493,ERCO
20161210T08Z,38933,ERCO
20161210T07Z,40030,ERCO
20161210T06Z,42415,ERCO
20161210T05Z,44464,ERCO
20161210T04Z,46144,ERCO
20161210T03Z,46951,ERCO
20161210T02Z,46996,ERCO
20161210T01Z,46771,ERCO
20161210T00Z,44416,ERCO
20161209T23Z,41830,ERCO
20161209T22Z,41621,ERCO
20161209T21Z,42459,ERCO
20161209T20Z,43681,ERCO
20161209T19Z,45025,ERCO
20161209T18Z,46918,ERCO
20161209T17Z,48670,ERCO
20161209T16Z,50357,ERCO
20161209T15Z,51938,ERCO
20161209T14Z,53307,ERCO
20161209T13Z,52143,ERCO
20161209T12Z,47512,ERCO
20161209T11Z,44410,ERCO
20161209T10Z,43033,ERCO
20161209T09Z,42640,ERCO
20161209T08Z,42441,ERCO
20161209T07Z,42843,ERCO
20161209T06Z,43559,ERCO
20161209T05Z,46049,ERCO
20161209T04Z,48603,ERCO
20161209T03Z,50032,ERCO
20161209T02Z,50511,ERCO
20161209T01Z,50726,ERCO
20161209T00Z,48642,ERCO
20161208T23Z,46060,ERCO
20161208T22Z,44903,ERCO
20161208T21Z,44635,ERCO
20161208T20Z,44626,ERCO
20161208T19Z,44550,ERCO
20161208T18Z,44606,ERCO
20161208T17Z,44416,ERCO
20161208T16Z,43821,ERCO
20161208T15Z,43057,ERCO
20161208T14Z,42968,ERCO
20161208T13Z,41164,ERCO
20161208T12Z,36834,ERCO
20161208T11Z,34070,ERCO
20161208T10Z,33023,ERCO
20161208T09Z,32776,ERCO
20161208T08Z,32832,ERCO
20161208T07Z,33389,ERCO
20161208T06Z,34090,ERCO
20161208T05Z,36202,ERCO
20161208T04Z,37965,ERCO
20161208T03Z,39202,ERCO
20161208T02Z,40450,ERCO
20161208T01Z,40252,ERCO
20161208T00Z,38068,ERCO
20161207T23Z,36259,ERCO
20161207T22Z,35859,ERCO
20161207T21Z,36277,ERCO
20161207T20Z,36665,ERCO
20161207T19Z,37177,ERCO
20161207T18Z,37664,ERCO
20161207T17Z,38487,ERCO
20161207T16Z,39092,ERCO
20161207T15Z,39475,ERCO
20161207T14Z,40312,ERCO
20161207T13Z,39189,ERCO
20161207T12Z,34643,ERCO
20161207T11Z,32215,ERCO
20161207T10Z,31162,ERCO
20161207T09Z,30948,ERCO
20161207T08Z,30867,ERCO
20161207T07Z,32376,ERCO
20161207T06Z,33926,ERCO
20161207T05Z,36136,ERCO
20161207T04Z,38265,ERCO
20161207T03Z,39508,ERCO
20161207T02Z,40450,ERCO
20161207T01Z,40191,ERCO
20161207T00Z,38129,ERCO
20161206T23Z,36459,ERCO
20161206T22Z,36139,ERCO
20161206T21Z,36665,ERCO
20161206T20Z,36816,ERCO
20161206T19Z,37161,ERCO
20161206T18Z,37759,ERCO
20161206T17Z,38354,ERCO
20161206T16Z,38852,ERCO
20161206T15Z,39250,ERCO
20161206T14Z,40014,ERCO
20161206T13Z,38800,ERCO
20161206T12Z,34457,ERCO
20161206T11Z,32067,ERCO
20161206T10Z,31074,ERCO
20161206T09Z,30952,ERCO
20161206T08Z,31201,ERCO
20161206T07Z,32589,ERCO
20161206T06Z,33929,ERCO
20161206T05Z,36213,ERCO
20161206T04Z,38269,ERCO
20161206T03Z,39623,ERCO
20161206T02Z,41403,ERCO
20161206T01Z,41327,ERCO
20161206T00Z,38989,ERCO
20161205T23Z,37087,ERCO
20161205T22Z,36753,ERCO
20161205T21Z,37112,ERCO
20161205T20Z,37534,ERCO
20161205T19Z,37990,ERCO
20161205T18Z,38054,ERCO
20161205T17Z,38519,ERCO
20161205T16Z,38716,ERCO
20161205T15Z,38755,ERCO
20161205T14Z,39183,ERCO
20161205T13Z,37874,ERCO
20161205T12Z,33568,ERCO
20161205T11Z,31293,ERCO
20161205T10Z,30409,ERCO
20161205T09Z,30338,ERCO
20161205T08Z,30516,ERCO
20161205T07Z,31860,ERCO
20161205T06Z,32749,ERCO
20161205T05Z,34517,ERCO
20161205T04Z,35961,ERCO
20161205T03Z,36986,ERCO
20161205T02Z,38333,ERCO
20161205T01Z,38173,ERCO
20161205T00Z,36003,ERCO
20161204T23Z,34213,ERCO
20161204T22Z,33946,ERCO
20161204T21Z,34316,ERCO
20161204T20Z,34805,ERCO
20161204T19Z,35449,ERCO
20161204T18Z,34731,ERCO
20161204T17Z,34792,ERCO
20161204T16Z,34500,ERCO
20161204T15Z,33387,ERCO
20161204T14Z,32097,ERCO
20161204T13Z,31262,ERCO
20161204T12Z,30086,ERCO
20161204T11Z,29512,ERCO
20161204T10Z,29389,ERCO
20161204T09Z,29645,ERCO
20161204T08Z,30221,ERCO
20161204T07Z,31579,ERCO
20161204T06Z,33252,ERCO
20161204T05Z,35254,ERCO
20161204T04Z,37068,ERCO
20161204T03Z,38244,ERCO
20161204T02Z,39257,ERCO
20161204T01Z,39145,ERCO
20161204T00Z,37082,ERCO
20161203T23Z,35337,ERCO
20161203T22Z,35248,ERCO
20161203T21Z,35696,ERCO
20161203T20Z,36053,ERCO
20161203T19Z,36546,ERCO
20161203T18Z,36391,ERCO
20161203T17Z,36192,ERCO
20161203T16Z,35473,ERCO
20161203T15Z,33979,ERCO
20161203T14Z,32328,ERCO
20161203T13Z,31185,ERCO
20161203T12Z,29438,ERCO
20161203T11Z,28410,ERCO
20161203T10Z,28150,ERCO
20161203T09Z,28336,ERCO
20161203T08Z,29144,ERCO
20161203T07Z,30404,ERCO
20161203T06Z,31805,ERCO
20161203T05Z,33879,ERCO
20161203T04Z,35600,ERCO
20161203T03Z,36814,ERCO
20161203T02Z,37668,ERCO
20161203T01Z,38292,ERCO
20161203T00Z,36666,ERCO
20161202T23Z,35047,ERCO
20161202T22Z,34840,ERCO
20161202T21Z,34970,ERCO
20161202T20Z,35141,ERCO
20161202T19Z,35297,ERCO
20161202T18Z,35714,ERCO
20161202T17Z,36221,ERCO
20161202T16Z,36552,ERCO
20161202T15Z,36849,ERCO
20161202T14Z,37534,ERCO
20161202T13Z,36306,ERCO
20161202T12Z,32458,ERCO
20161202T11Z,30037,ERCO
20161202T10Z,29232,ERCO
20161202T09Z,29199,ERCO
20161202T08Z,29809,ERCO
20161202T07Z,30893,ERCO
20161202T06Z,32403,ERCO
20161202T05Z,34743,ERCO
20161202T04Z,36920,ERCO
20161202T03Z,38811,ERCO
20161202T02Z,38475,ERCO
20161202T01Z,38220,ERCO
20161202T00Z,36364,ERCO
20161201T23Z,34826,ERCO
20161201T22Z,34441,ERCO
20161201T21Z,35006,ERCO
20161201T20Z,34782,ERCO
20161201T19Z,35441,ERCO
20161201T18Z,36368,ERCO
20161201T17Z,36679,ERCO
20161201T16Z,37431,ERCO
20161201T15Z,38334,ERCO
20161201T14Z,40048,ERCO
20161201T13Z,39012,ERCO
20161201T12Z,34712,ERCO
20161201T11Z,31887,ERCO
20161201T10Z,30805,ERCO
20161201T09Z,30194,ERCO
20161201T08Z,30696,ERCO
20161201T07Z,31492,ERCO
20161201T06Z,32481,ERCO
20161201T05Z,34613,ERCO
20161201T04Z,36673,ERCO
20161201T03Z,37971,ERCO
20161201T02Z,38424,ERCO
20161201T01Z,38898,ERCO
20161201T00Z,37026,ERCO
20161130T23Z,35488,ERCO
20161130T22Z,35063,ERCO
20161130T21Z,35034,ERCO
20161130T20Z,35192,ERCO
20161130T19Z,35278,ERCO
20161130T18Z,35731,ERCO
20161130T17Z,36078,ERCO
20161130T16Z,36167,ERCO
20161130T15Z,36274,ERCO
20161130T14Z,36647,ERCO
20161130T13Z,35388,ERCO
20161130T12Z,31157,ERCO
20161130T11Z,28574,ERCO
20161130T10Z,27683,ERCO
20161130T09Z,27564,ERCO
20161130T08Z,28108,ERCO
20161130T07Z,29171,ERCO
20161130T06Z,30953,ERCO
20161130T05Z,33299,ERCO
20161130T04Z,35786,ERCO
20161130T03Z,37617,ERCO
20161130T02Z,38774,ERCO
20161130T01Z,39694,ERCO
20161130T00Z,38823,ERCO
20161129T23Z,38268,ERCO
20161129T22Z,38300,ERCO
20161129T21Z,38212,ERCO
20161129T20Z,37875,ERCO
20161129T19Z,37141,ERCO
20161129T18Z,36492,ERCO
20161129T17Z,35811,ERCO
20161129T16Z,35061,ERCO
20161129T15Z,34427,ERCO
20161129T14Z,34191,ERCO
20161129T13Z,32913,ERCO
20161129T12Z,29184,ERCO
20161129T11Z,27005,ERCO
20161129T10Z,26340,ERCO
20161129T09Z,26359,ERCO
20161129T08Z,26934,ERCO
20161129T07Z,28004,ERCO
20161129T06Z,30540,ERCO
20161129T05Z,33227,ERCO
20161129T04Z,35818,ERCO
20161129T03Z,37338,ERCO
20161129T02Z,39067,ERCO
20161129T01Z,39326,ERCO
20161129T00Z,38616,ERCO
20161128T23Z,38265,ERCO
20161128T22Z,38471,ERCO
20161128T21Z,38393,ERCO
20161128T20Z,38106,ERCO
20161128T19Z,37384,ERCO
20161128T18Z,37050,ERCO
20161128T17Z,36424,ERCO
20161128T16Z,35551,ERCO
20161128T15Z,34406,ERCO
20161128T14Z,33845,ERCO
20161128T13Z,32559,ERCO
20161128T12Z,29155,ERCO
20161128T11Z,27242,ERCO
20161128T10Z,26711,ERCO
20161128T09Z,26857,ERCO
20161128T08Z,27544,ERCO
20161128T07Z,28708,ERCO
20161128T06Z,30308,ERCO
20161128T05Z,32268,ERCO
20161128T04Z,34033,ERCO
20161128T03Z,35086,ERCO
20161128T02Z,36063,ERCO
20161128T01Z,35996,ERCO
20161128T00Z,34595,ERCO
20161127T23Z,33510,ERCO
20161127T22Z,33480,ERCO
20161127T21Z,33424,ERCO
20161127T20Z,33515,ERCO
20161127T19Z,33437,ERCO
20161127T18Z,32186,ERCO
20161127T17Z,31755,ERCO
20161127T16Z,31061,ERCO
20161127T15Z,29829,ERCO
20161127T14Z,28378,ERCO
20161127T13Z,27682,ERCO
20161127T12Z,26722,ERCO
20161127T11Z,26221,ERCO
20161127T10Z,26131,ERCO
20161127T09Z,26402,ERCO
20161127T08Z,27161,ERCO
20161127T07Z,28260,ERCO
20161127T06Z,28834,ERCO
20161127T05Z,30096,ERCO
20161127T04Z,30880,ERCO
20161127T03Z,31576,ERCO
20161127T02Z,32113,ERCO
20161127T01Z,32602,ERCO
20161127T00Z,31905,ERCO
20161126T23Z,31541,ERCO
20161126T22Z,32138,ERCO
20161126T21Z,32680,ERCO
20161126T20Z,33200,ERCO
20161126T19Z,33806,ERCO
20161126T18Z,34267,ERCO
20161126T17Z,34129,ERCO
20161126T16Z,33359,ERCO
20161126T15Z,31536,ERCO
20161126T14Z,29537,ERCO
20161126T13Z,28213,ERCO
20161126T12Z,27178,ERCO
20161126T11Z,26560,ERCO
20161126T10Z,26637,ERCO
20161126T09Z,26937,ERCO
20161126T08Z,27691,ERCO
20161126T07Z,28900,ERCO
20161126T06Z,29970,ERCO
20161126T05Z,31459,ERCO
20161126T04Z,32470,ERCO
20161126T03Z,33299,ERCO
20161126T02Z,34011,ERCO
20161126T01Z,34582,ERCO
20161126T00Z,33692,ERCO
20161125T23Z,32915,ERCO
20161125T22Z,33246,ERCO
20161125T21Z,33577,ERCO
20161125T20Z,33630,ERCO
20161125T19Z,33811,ERCO
20161125T18Z,33723,ERCO
20161125T17Z,33218,ERCO
20161125T16Z,32159,ERCO
20161125T15Z,30088,ERCO
20161125T14Z,27992,ERCO
20161125T13Z,26765,ERCO
20161125T12Z,26169,ERCO
20161125T11Z,25904,ERCO
20161125T10Z,26038,ERCO
20161125T09Z,26386,ERCO
20161125T08Z,27102,ERCO
20161125T07Z,28295,ERCO
20161125T06Z,29523,ERCO
20161125T05Z,31515,ERCO
20161125T04Z,33213,ERCO
20161125T03Z,34159,ERCO
20161125T02Z,34648,ERCO
20161125T01Z,34543,ERCO
20161125T00Z,33128,ERCO
20161124T23Z,32196,ERCO
20161124T22Z,32318,ERCO
20161124T21Z,32222,ERCO
20161124T20Z,32435,ERCO
20161124T19Z,32536,ERCO
20161124T18Z,33668,ERCO
20161124T17Z,33678,ERCO
20161124T16Z,33141,ERCO
20161124T15Z,31971,ERCO
20161124T14Z,30312,ERCO
20161124T13Z,29350,ERCO
20161124T12Z,28844,ERCO
20161124T11Z,27469,ERCO
20161124T10Z,27015,ERCO
20161124T09Z,27133,ERCO
20161124T08Z,27331,ERCO
20161124T07Z,28930,ERCO
20161124T06Z,30171,ERCO
20161124T05Z,32556,ERCO
20161124T04Z,34847,ERCO
20161124T03Z,36473,ERCO
20161124T02Z,37349,ERCO
20161124T01Z,38172,ERCO
20161124T00Z,37079,ERCO
20161123T23Z,36196,ERCO
20161123T22Z,36063,ERCO
20161123T21Z,36121,ERCO
20161123T20Z,36119,ERCO
20161123T19Z,35898,ERCO
20161123T18Z,35827,ERCO
20161123T17Z,35491,ERCO
20161123T16Z,34889,ERCO
20161123T15Z,34370,ERCO
20161123T14Z,34301,ERCO
20161123T13Z,33115,ERCO
20161123T12Z,29316,ERCO
20161123T11Z,27185,ERCO
20161123T10Z,26602,ERCO
20161123T09Z,26714,ERCO
20161123T08Z,27543,ERCO
20161123T07Z,28862,ERCO
20161123T06Z,31591,ERCO
20161123T05Z,34060,ERCO
20161123T04Z,36705,ERCO
20161123T03Z,38403,ERCO
20161123T02Z,39240,ERCO
20161123T01Z,39937,ERCO
20161123T00Z,38858,ERCO
20161122T23Z,38075,ERCO
20161122T22Z,38424,ERCO
20161122T21Z,38629,ERCO
20161122T20Z,38211,ERCO
20161122T19Z,37793,ERCO
20161122T18Z,37578,ERCO
20161122T17Z,37424,ERCO
20161122T16Z,36189,ERCO
20161122T15Z,34724,ERCO
20161122T14Z,34343,ERCO
20161122T13Z,32875,ERCO
20161122T12Z,29550,ERCO
20161122T11Z,27503,ERCO
20161122T10Z,27132,ERCO
20161122T09Z,27240,ERCO
20161122T08Z,27817,ERCO
20161122T07Z,28898,ERCO
20161122T06Z,30465,ERCO
20161122T05Z,32868,ERCO
20161122T04Z,35158,ERCO
20161122T03Z,36927,ERCO
20161122T02Z,37864,ERCO
20161122T01Z,38655,ERCO
20161122T00Z,37452,ERCO
20161121T23Z,36410,ERCO
20161121T22Z,36227,ERCO
20161121T21Z,36207,ERCO
20161121T20Z,36164,ERCO
20161121T19Z,36006,ERCO
20161121T18Z,36150,ERCO
20161121T17Z,36255,ERCO
20161121T16Z,36264,ERCO
20161121T15Z,36332,ERCO
20161121T14Z,36595,ERCO
20161121T13Z,35611,ERCO
20161121T12Z,31825,ERCO
20161121T11Z,29385,ERCO
20161121T10Z,28481,ERCO
20161121T09Z,28308,ERCO
20161121T08Z,28692,ERCO
20161121T07Z,29570,ERCO
20161121T06Z,30963,ERCO
20161121T05Z,32701,ERCO
20161121T04Z,34254,ERCO
20161121T03Z,34937,ERCO
20161121T02Z,35350,ERCO
20161121T01Z,35266,ERCO
20161121T00Z,33114,ERCO
20161120T23Z,32165,ERCO
20161120T22Z,31595,ERCO
20161120T21Z,31747,ERCO
20161120T20Z,32366,ERCO
20161120T19Z,33075,ERCO
20161120T18Z,33858,ERCO
20161120T17Z,34682,ERCO
20161120T16Z,35202,ERCO
20161120T15Z,35284,ERCO
20161120T14Z,35062,ERCO
20161120T13Z,34679,ERCO
20161120T12Z,33185,ERCO
20161120T11Z,32033,ERCO
20161120T10Z,31722,ERCO
20161120T09Z,31536,ERCO
20161120T08Z,32280,ERCO
20161120T07Z,31710,ERCO
20161120T06Z,33842,ERCO
20161120T05Z,34862,ERCO
20161120T04Z,35786,ERCO
20161120T03Z,36461,ERCO
20161120T02Z,36661,ERCO
20161120T01Z,36764,ERCO
20161120T00Z,34588,ERCO
20161119T23Z,32659,ERCO
20161119T22Z,32055,ERCO
20161119T21Z,32167,ERCO
20161119T20Z,32671,ERCO
20161119T19Z,33498,ERCO
20161119T18Z,34364,ERCO
20161119T17Z,35073,ERCO
20161119T16Z,35187,ERCO
20161119T15Z,34675,ERCO
20161119T14Z,33260,ERCO
20161119T13Z,31873,ERCO
20161119T12Z,30098,ERCO
20161119T11Z,28933,ERCO
20161119T10Z,28515,ERCO
20161119T09Z,28588,ERCO
20161119T08Z,28865,ERCO
20161119T07Z,29730,ERCO
20161119T06Z,30843,ERCO
20161119T05Z,32405,ERCO
20161119T04Z,33740,ERCO
20161119T03Z,34946,ERCO
20161119T02Z,35997,ERCO
20161119T01Z,36975,ERCO
20161119T00Z,36242,ERCO
20161118T23Z,35836,ERCO
20161118T22Z,36223,ERCO
20161118T21Z,36627,ERCO
20161118T20Z,36801,ERCO
20161118T19Z,36604,ERCO
20161118T18Z,36437,ERCO
20161118T17Z,35961,ERCO
20161118T16Z,35166,ERCO
20161118T15Z,34336,ERCO
20161118T14Z,33879,ERCO
20161118T13Z,32599,ERCO
20161118T12Z,29258,ERCO
20161118T11Z,27407,ERCO
20161118T10Z,27011,ERCO
20161118T09Z,27326,ERCO
20161118T08Z,28226,ERCO
20161118T07Z,29639,ERCO
20161118T06Z,32024,ERCO
20161118T05Z,34917,ERCO
20161118T04Z,37679,ERCO
20161118T03Z,39765,ERCO
20161118T02Z,41189,ERCO
20161118T01Z,42548,ERCO
20161118T00Z,42229,ERCO
20161117T23Z,41804,ERCO
20161117T22Z,41552,ERCO
20161117T21Z,40970,ERCO
20161117T20Z,40044,ERCO
20161117T19Z,38727,ERCO
20161117T18Z,37670,ERCO
20161117T17Z,36504,ERCO
20161117T16Z,35250,ERCO
20161117T15Z,34189,ERCO
20161117T14Z,33682,ERCO
20161117T13Z,32550,ERCO
20161117T12Z,29023,ERCO
20161117T11Z,27087,ERCO
20161117T10Z,26618,ERCO
20161117T09Z,26835,ERCO
20161117T08Z,27724,ERCO
20161117T07Z,29116,ERCO
20161117T06Z,31673,ERCO
20161117T05Z,34807,ERCO
20161117T04Z,38017,ERCO
20161117T03Z,40459,ERCO
20161117T02Z,42177,ERCO
20161117T01Z,43374,ERCO
20161117T00Z,42879,ERCO
20161116T23Z,42701,ERCO
20161116T22Z,42373,ERCO
20161116T21Z,41499,ERCO
20161116T20Z,39967,ERCO
20161116T19Z,38244,ERCO
20161116T18Z,36799,ERCO
20161116T17Z,35384,ERCO
20161116T16Z,34101,ERCO
20161116T15Z,33075,ERCO
20161116T14Z,32467,ERCO
20161116T13Z,31276,ERCO
20161116T12Z,28093,ERCO
20161116T11Z,26443,ERCO
20161116T10Z,26136,ERCO
20161116T09Z,26558,ERCO
20161116T08Z,27394,ERCO
20161116T07Z,28775,ERCO
20161116T06Z,30487,ERCO
20161116T05Z,33208,ERCO
20161116T04Z,36134,ERCO
20161116T03Z,38224,ERCO
20161116T02Z,39625,ERCO
20161116T01Z,40991,ERCO
20161116T00Z,40618,ERCO
20161115T23Z,40204,ERCO
20161115T22Z,39953,ERCO
20161115T21Z,39413,ERCO
20161115T20Z,38607,ERCO
20161115T19Z,37456,ERCO
20161115T18Z,36519,ERCO
20161115T17Z,35535,ERCO
20161115T16Z,34452,ERCO
20161115T15Z,33631,ERCO
20161115T14Z,33294,ERCO
20161115T13Z,32295,ERCO
20161115T12Z,28714,ERCO
20161115T11Z,26690,ERCO
20161115T10Z,26151,ERCO
20161115T09Z,26271,ERCO
20161115T08Z,27072,ERCO
20161115T07Z,28361,ERCO
20161115T06Z,30097,ERCO
20161115T05Z,32760,ERCO
20161115T04Z,35437,ERCO
20161115T03Z,37352,ERCO
20161115T02Z,38618,ERCO
20161115T01Z,39681,ERCO
20161115T00Z,38924,ERCO
20161114T23Z,38271,ERCO
20161114T22Z,38141,ERCO
20161114T21Z,37904,ERCO
20161114T20Z,37422,ERCO
20161114T19Z,36628,ERCO
20161114T18Z,35969,ERCO
20161114T17Z,35200,ERCO
20161114T16Z,34318,ERCO
20161114T15Z,33509,ERCO
20161114T14Z,33043,ERCO
20161114T13Z,31794,ERCO
20161114T12Z,28236,ERCO
20161114T11Z,26114,ERCO
20161114T10Z,25370,ERCO
20161114T09Z,25348,ERCO
20161114T08Z,25853,ERCO
20161114T07Z,26854,ERCO
20161114T06Z,28353,ERCO
20161114T05Z,30611,ERCO
20161114T04Z,32593,ERCO
20161114T03Z,33974,ERCO
20161114T02Z,34849,ERCO
20161114T01Z,35195,ERCO
20161114T00Z,33622,ERCO
20161113T23Z,32357,ERCO
20161113T22Z,32217,ERCO
20161113T21Z,32206,ERCO
20161113T20Z,32139,ERCO
20161113T19Z,31880,ERCO
20161113T18Z,31421,ERCO
20161113T17Z,30930,ERCO
20161113T16Z,30170,ERCO
20161113T15Z,28766,ERCO
20161113T14Z,27075,ERCO
20161113T13Z,26459,ERCO
20161113T12Z,25616,ERCO
20161113T11Z,25088,ERCO
20161113T10Z,25049,ERCO
20161113T09Z,25322,ERCO
20161113T08Z,26204,ERCO
20161113T07Z,27448,ERCO
20161113T06Z,28925,ERCO
20161113T05Z,30622,ERCO
20161113T04Z,32150,ERCO
20161113T03Z,33385,ERCO
20161113T02Z,34447,ERCO
20161113T01Z,35040,ERCO
20161113T00Z,33866,ERCO
20161112T23Z,33005,ERCO
20161112T22Z,33103,ERCO
20161112T21Z,33248,ERCO
20161112T20Z,33391,ERCO
20161112T19Z,33429,ERCO
20161112T18Z,33282,ERCO
20161112T17Z,32855,ERCO
20161112T16Z,31903,ERCO
20161112T15Z,30426,ERCO
20161112T14Z,28580,ERCO
20161112T13Z,27590,ERCO
20161112T12Z,26345,ERCO
20161112T11Z,25559,ERCO
20161112T10Z,25443,ERCO
20161112T09Z,25790,ERCO
20161112T08Z,26605,ERCO
20161112T07Z,27885,ERCO
20161112T06Z,29695,ERCO
20161112T05Z,31711,ERCO
20161112T04Z,33515,ERCO
20161112T03Z,35063,ERCO
20161112T02Z,36428,ERCO
20161112T01Z,37653,ERCO
20161112T00Z,37189,ERCO
20161111T23Z,36766,ERCO
20161111T22Z,36848,ERCO
20161111T21Z,36740,ERCO
20161111T20Z,36431,ERCO
20161111T19Z,35817,ERCO
20161111T18Z,35480,ERCO
20161111T17Z,35020,ERCO
20161111T16Z,34362,ERCO
20161111T15Z,33683,ERCO
20161111T14Z,33307,ERCO
20161111T13Z,32053,ERCO
20161111T12Z,28278,ERCO
20161111T11Z,26161,ERCO
20161111T10Z,25542,ERCO
20161111T09Z,25633,ERCO
20161111T08Z,26352,ERCO
20161111T07Z,27582,ERCO
20161111T06Z,29808,ERCO
20161111T05Z,32445,ERCO
20161111T04Z,34941,ERCO
20161111T03Z,36716,ERCO
20161111T02Z,37760,ERCO
20161111T01Z,38264,ERCO
20161111T00Z,37140,ERCO
20161110T23Z,36368,ERCO
20161110T22Z,36352,ERCO
20161110T21Z,36452,ERCO
20161110T20Z,36428,ERCO
